,framework,sample,id,link,number,title,state,locked,created_at,closed_at
1,android,googlesamples/android-DirectorySelection,398821005,https://github.com/googlearchive/android-DirectorySelection/pull/8,8,Compilation bug without recyclerview version,closed,True,2019-01-14 10:13:02,2019-09-05 23:25:52
56,android,googlesamples/android-Camera2Video,215349897,https://github.com/googlearchive/android-Camera2Video/issues/45,45,Why use Semaphore ?,closed,True,2017-03-20 08:00:42,2019-09-19 22:38:46
337,android,googlesamples/android-play-billing,221261283,https://github.com/android/play-billing-samples/issues/53,53,getPurchaseHistory() doesn't work,closed,False,2017-04-12 13:25:08,2017-06-01 02:39:11
2,android,googlesamples/android-Camera2Basic,490929746,https://github.com/googlearchive/android-Camera2Basic/issues/160,160,why saved twice?,closed,True,2019-09-09 07:40:19,2019-09-19 22:50:11
0,android,googlesamples/android-WearStandaloneGoogleSignIn,489923744,https://github.com/googlearchive/android-WearStandaloneGoogleSignIn/pull/4,4,"""Removes all content (migrated to new repo). Check README.""",closed,True,2019-09-05 18:19:06,2019-09-05 18:19:13
2,android,googlesamples/android-ScopedDirectoryAccess,159467983,https://github.com/googlearchive/android-ScopedDirectoryAccess/pull/2,2,Fixes string reference,closed,True,2016-06-09 17:47:43,2016-06-10 02:37:24
98,android,googlesamples/android-Camera2Video,56892337,https://github.com/googlearchive/android-Camera2Video/issues/3,3,Unreferenced thread,closed,True,2015-02-07 01:57:55,2019-09-19 22:36:53
23,android,googlesamples/android-PdfRendererBasic,124883336,https://github.com/googlearchive/android-PdfRendererBasic/issues/3,3,The PDF content can't be zoomed in or out,closed,True,2016-01-05 02:40:27,2019-09-10 20:08:30
48,android,googlesamples/androidtv-Leanback,287401608,https://github.com/googlearchive/androidtv-Leanback/pull/106,106,#89 was broken before API level 23,closed,True,2018-01-10 11:30:53,2018-01-22 21:56:47
0,android,googlesamples/android-SlidingTabsBasic,487960801,https://github.com/googlearchive/android-SlidingTabsBasic/pull/9,9,Remove link to obsolete G+ community,closed,True,2019-09-02 01:57:41,2019-10-17 23:01:01
207,android,googlesamples/android-testing,114766901,https://github.com/android/testing-samples/issues/65,65,More Android testing examples - especially about unit tests,closed,False,2015-11-03 08:21:12,2015-11-03 13:25:30
13,android,googlesamples/android-credentials,313371188,https://github.com/googlearchive/android-credentials/issues/27,27,Play Services Hint Request cannot display phone numbers,closed,True,2018-04-11 15:19:13,2019-09-10 21:09:12
73,android,googlesamples/android-play-location,226704058,https://github.com/android/location-samples/issues/77,77,locationupdates sample uses deprecated API,closed,False,2017-05-05 22:06:20,2017-10-17 06:25:21
45,android,googlesamples/google-services,365468999,https://github.com/googlesamples/google-services/pull/383,383,Fix link formatting in CONTRIBUTING.md,closed,False,2018-10-01 13:45:37,2018-10-01 15:51:55
22,android,googlesamples/android-play-location,567047711,https://github.com/android/location-samples/pull/222,222,Adds skeleton project for background sample.,closed,False,2020-02-18 17:29:59,2020-02-21 23:09:05
2,android,googlesamples/android-DataLayer,390229695,https://github.com/googlearchive/android-DataLayer/pull/5,5,Added an example of handling remote wear nodes not reachable for the handheld device ,closed,True,2018-12-12 13:38:19,2019-09-05 18:11:40
1,android,googlesamples/android-AutofillFramework,266898278,https://github.com/googlearchive/android-AutofillFramework/issues/12,12,Autofill Spinners doesn't work,closed,True,2017-10-19 16:02:32,2017-11-07 16:46:13
6,android,googlesamples/androidtv-sample-inputs,386922992,https://github.com/googlesamples/androidtv-sample-inputs/issues/33,33,Where is code for Companion Library 0.4.1?,closed,False,2018-12-03 17:25:28,2019-02-01 19:55:26
139,android,googlesamples/android-testing,299555363,https://github.com/android/testing-samples/pull/164,164,Add experimental Bazel support,closed,False,2018-02-23 00:12:13,2018-03-03 00:48:01
76,android,googlesamples/google-services,240641303,https://github.com/googlesamples/google-services/issues/329,329,SomeTimes Push Notification Not Receiving In The App,closed,False,2017-07-05 12:54:20,2017-08-11 01:02:09
13,android,googlesamples/android-ads,109523104,https://github.com/googlearchive/android-ads/pull/2,2,Made gradlew files executable.,closed,True,2015-10-02 16:15:39,2015-10-02 17:33:40
16,android,googlesamples/android-AppShortcuts,187978857,https://github.com/googlearchive/android-AppShortcuts/pull/5,5,Update README.md,closed,True,2016-11-08 12:25:02,2019-09-12 20:47:34
6,android,googlesamples/android-EmojiCompat,258778151,https://github.com/googlearchive/android-EmojiCompat/pull/9,9,README fixed code typo,closed,True,2017-09-19 10:52:58,2019-09-18 17:42:49
14,android,googlesamples/android-BluetoothLeGatt,237187907,https://github.com/googlearchive/android-BluetoothLeGatt/pull/33,33,Update AndroidManifest.xml,closed,True,2017-06-20 12:09:24,2019-09-17 00:14:34
99,android,googlesamples/android-vision,154540439,https://github.com/googlesamples/android-vision/issues/93,93,Deprecated code in BarcodeCaptureActivity,closed,False,2016-05-12 17:41:50,2016-05-18 14:38:32
1,android,googlesamples/android-SkeletonWearableApp,111707751,https://github.com/googlearchive/android-SkeletonWearableApp/pull/3,3,Update gradle versions.,closed,True,2015-10-15 21:05:58,2015-10-23 14:31:30
322,android,googlesamples/android-play-billing,242815842,https://github.com/android/play-billing-samples/issues/68,68,Simplify removal of IAB test purchases,closed,False,2017-07-13 20:09:13,2019-01-10 12:03:30
18,android,googlesamples/android-fit,324356615,https://github.com/googlearchive/android-fit/issues/35,35,Signed APK doesn't  show subsription page.,closed,True,2018-05-18 10:30:29,2019-09-10 20:48:23
160,android,googlesamples/google-services,157832308,https://github.com/googlesamples/google-services/issues/232,232,"GCM push, device do not receive message for long time",closed,False,2016-06-01 06:24:40,2016-12-06 21:18:56
116,android,googlesamples/easypermissions,287020210,https://github.com/googlesamples/easypermissions/issues/193,193,Problem with stack rationale dialog,closed,False,2018-01-09 09:23:21,2018-01-12 16:24:43
138,android,googlesamples/androidtv-Leanback,54070092,https://github.com/googlearchive/androidtv-Leanback/pull/16,16,use the context from the view of the viewHolder to avoid crashes: java.l...,closed,True,2015-01-12 15:58:13,2015-01-12 22:58:55
4,android,googlesamples/android-DisplayingBitmaps,205345056,https://github.com/googlearchive/android-DisplayingBitmaps/issues/6,6,calculateInSampleSize generates bitmaps smaller than required.,closed,True,2017-02-04 12:27:19,2019-09-10 20:05:20
246,android,googlesamples/easypermissions,194080723,https://github.com/googlesamples/easypermissions/issues/63,63,Method.isAnnotationPresent method removed from the API 24 SDK,closed,False,2016-12-07 15:31:47,2017-01-24 19:51:44
1,android,googlesamples/android-Camera2Raw,384033418,https://github.com/googlearchive/android-Camera2Raw/issues/23,23,App crash on both device and AVD at startup,closed,True,2018-11-25 00:04:50,2019-09-19 22:22:50
208,android,googlesamples/android-play-billing,423956400,https://github.com/android/play-billing-samples/issues/186,186,Please review for basic professionalism,closed,False,2019-03-21 21:46:15,2019-05-14 21:08:34
2,android,googlesamples/android-DisplayingBitmaps,317971891,https://github.com/googlearchive/android-DisplayingBitmaps/pull/8,8,Update minSdkVersion to 14,closed,True,2018-04-26 10:38:52,2019-09-10 20:05:28
6,android,googlesamples/android-Camera2Raw,340462051,https://github.com/googlearchive/android-Camera2Raw/issues/18,18,App has no UI,closed,True,2018-07-12 01:52:28,2019-09-19 22:23:04
40,android,googlesamples/android-play-places,138416840,https://github.com/googlearchive/android-play-places/issues/35,35,Launching Place Picker intent destroys the launcher activity,closed,True,2016-03-04 08:44:22,2016-03-04 14:18:45
4,android,googlesamples/android-RuntimePermissions,284888037,https://github.com/googlearchive/android-RuntimePermissions/issues/20,20,Android Studio Import Issue,closed,True,2017-12-28 10:38:12,2019-09-26 22:22:31
11,android,googlesamples/android-NavigationDrawer,46145633,https://github.com/googlearchive/android-NavigationDrawer/issues/2,2,"""ActionBarDrawerToggle"" is deprecated",closed,True,2014-10-17 21:20:52,2014-12-03 17:21:48
10,android,googlesamples/android-BasicAccessibility,180494077,https://github.com/googlearchive/android-BasicAccessibility/pull/3,3,contentDescriptoin typo,closed,True,2016-10-02 04:06:43,2019-10-17 23:09:54
76,android,googlesamples/android-Camera2Video,146173006,https://github.com/googlearchive/android-Camera2Video/issues/25,25,Video Side By Side Merging ,closed,True,2016-04-06 03:03:09,2019-09-19 22:35:45
54,android,googlesamples/android-vision,216612918,https://github.com/googlesamples/android-vision/issues/207,207,How to make square camera source preview and detect face from it?,closed,False,2017-03-24 00:37:56,2017-04-05 03:31:46
73,android,googlesamples/android-play-places,63872819,https://github.com/googlearchive/android-play-places/issues/2,2,sample of autocomplete give leak DataBuffer error message,closed,True,2015-03-24 01:17:48,2015-05-08 04:45:51
7,android,googlesamples/android-MediaBrowserService,293219376,https://github.com/googlearchive/android-MediaBrowserService/issues/4,4,Playback slider resets to 0 after re-opening activity,closed,True,2018-01-31 16:17:19,2019-05-14 18:49:42
9,android,googlesamples/android-NavigationDrawer,51756345,https://github.com/googlearchive/android-NavigationDrawer/issues/4,4,Not updated for Material,closed,True,2014-12-12 00:20:34,2019-10-03 23:07:10
101,android,googlesamples/android-play-location,72388253,https://github.com/android/location-samples/issues/13,13,Geofence issue,closed,False,2015-05-01 08:57:25,2015-06-23 05:41:14
3,android,googlesamples/android-FloatingActionButtonBasic,51898002,https://github.com/googlearchive/android-FloatingActionButtonBasic/issues/1,1,example needs to be extended to support API 9,closed,True,2014-12-13 20:04:44,2015-03-04 17:42:38
2,android,googlesamples/android-EmojiCompat,391022935,https://github.com/googlearchive/android-EmojiCompat/issues/24,24,How to convert unicode to Emoji using EmojiCompat library?,closed,True,2018-12-14 09:03:41,2018-12-14 09:35:08
0,android,googlesamples/android-Camera2Basic,495569033,https://github.com/googlearchive/android-Camera2Basic/issues/162,162,"couldn't find ""libnvision_core.so""",closed,True,2019-09-19 04:40:31,2019-09-19 22:50:05
218,android,googlesamples/android-testing,106657111,https://github.com/android/testing-samples/issues/54,54,"Could an example for ""How to Clear App Cache/Data"" be added to the uiautomator example",closed,False,2015-09-15 22:03:06,2015-09-18 20:26:57
3,android,googlesamples/android-vision,515175916,https://github.com/googlesamples/android-vision/pull/447,447,Feature/facing signing v1.1,closed,False,2019-10-31 05:29:51,2019-10-31 05:32:01
56,android,googlesamples/easypermissions,373823168,https://github.com/googlesamples/easypermissions/issues/260,260,Error:(7) resource android:attr/dialogCornerRadius not found.    ,closed,False,2018-10-25 08:09:26,2018-10-28 21:19:17
48,android,googlesamples/android-Camera2Basic,337198121,https://github.com/googlearchive/android-Camera2Basic/issues/114,114,How to Zoomable ,closed,True,2018-06-30 08:32:50,2019-09-19 22:52:34
1,android,googlesamples/android-RenderScriptIntrinsic,278486662,https://github.com/googlearchive/android-RenderScriptIntrinsic/issues/2,2,Gradle dependency un-needed,closed,True,2017-12-01 14:42:08,2019-09-05 20:32:22
24,android,googlesamples/androidtv-Leanback,359930349,https://github.com/googlearchive/androidtv-Leanback/issues/130,130,Set custom fonts for HeaderItems and ImageCardView,closed,True,2018-09-13 14:48:32,2019-09-27 17:00:35
7,android,googlesamples/android-FingerprintDialog,332575597,https://github.com/googlearchive/android-FingerprintDialog/issues/52,52,java.lang.RuntimeException: Annotation processors must be explicitly declared now.  ,closed,True,2018-06-14 21:45:52,2019-09-06 15:49:48
344,android,googlesamples/google-services,102164788,https://github.com/googlesamples/google-services/issues/45,45,Remove synchronized(TAG) in gcm sample,closed,False,2015-08-20 15:25:10,2015-08-20 16:13:20
115,android,googlesamples/android-vision,125756269,https://github.com/googlesamples/android-vision/issues/61,61,Extracting full details (eg. pixel positions) for the detected face features using Vision API ,closed,False,2016-01-09 12:29:48,2016-01-12 06:54:57
328,android,googlesamples/google-services,104695869,https://github.com/googlesamples/google-services/issues/61,61,java.io.IOException: INVALID_PARAMETERS Error,closed,False,2015-09-03 13:39:54,2015-09-23 21:52:16
247,android,googlesamples/google-services,127374775,https://github.com/googlesamples/google-services/issues/143,143,Google App Invites For Android SMS OK Email Not Sent After Play Services 8.3 Update,closed,False,2016-01-19 06:16:47,2016-05-31 22:11:59
297,android,googlesamples/easypermissions,129161143,https://github.com/googlesamples/easypermissions/pull/12,12, Edit Enhancement: callback from denied rationale,closed,False,2016-01-27 14:35:00,2016-01-27 16:56:53
6,android,googlesamples/android-play-safetynet,205122164,https://github.com/googlesamples/android-play-safetynet/pull/4,4,Added missing fields in payload,closed,False,2017-02-03 10:32:54,2017-06-27 06:15:38
12,android,googlesamples/android-Camera2Video,348959671,https://github.com/googlearchive/android-Camera2Video/pull/89,89,Added Semaphore to handle recording and caught unhandled exception.,closed,True,2018-08-09 03:06:02,2019-09-19 22:24:49
52,android,googlesamples/android-play-billing,711880751,https://github.com/android/play-billing-samples/pull/371,371,Use correct purchase token for sub upgrade/downgrade,closed,False,2020-09-30 11:53:18,2020-10-08 15:18:01
8,android,googlesamples/android-FingerprintDialog,323533132,https://github.com/googlearchive/android-FingerprintDialog/issues/51,51,MainActivity leaked!,closed,True,2018-05-16 09:12:04,2019-09-06 15:49:53
212,android,googlesamples/google-services,137077376,https://github.com/googlesamples/google-services/issues/178,178,Unable to get access token,closed,False,2016-02-28 17:53:01,2016-04-04 17:46:45
227,android,googlesamples/easypermissions,207749649,https://github.com/googlesamples/easypermissions/issues/82,82,"request call permission, can't click to allow",closed,False,2017-02-15 09:29:33,2017-03-06 16:14:20
234,android,googlesamples/android-testing,94213318,https://github.com/android/testing-samples/issues/38,38,Pressing back button on a dialog fragment ,closed,False,2015-07-10 04:52:46,2015-07-10 10:39:32
165,android,googlesamples/google-services,156116910,https://github.com/googlesamples/google-services/issues/226,226,getIdToken() returns an expired token(JWT),closed,False,2016-05-21 19:09:47,2016-12-06 21:15:09
39,android,googlesamples/leanback-showcase,272814401,https://github.com/googlearchive/leanback-showcase/issues/47,47,How to add a background in the PlaybackActivity?,closed,True,2017-11-10 04:10:17,2019-09-27 18:36:50
338,android,googlesamples/google-services,103121182,https://github.com/googlesamples/google-services/issues/51,51,SignIn fails when serverClientID specified,closed,False,2015-08-25 21:27:33,2015-12-02 00:54:03
265,android,googlesamples/google-services,121930564,https://github.com/googlesamples/google-services/issues/124,124,Get User Data from GPGManager and GIDSignIn,closed,False,2015-12-13 16:55:57,2016-01-11 23:12:43
21,android,googlesamples/android-FingerprintDialog,182447012,https://github.com/googlearchive/android-FingerprintDialog/issues/38,38,我连项目都导入不了,closed,True,2016-10-12 06:39:17,2016-10-18 09:55:30
1,android,googlesamples/android-ActionBarCompat-ShareActionProvider,331899112,https://github.com/googlearchive/android-ActionBarCompat-ShareActionProvider/issues/8,8,Remove deprecated APIs.,closed,True,2018-06-13 08:48:16,2019-10-17 23:12:58
222,android,googlesamples/android-testing,101786083,https://github.com/android/testing-samples/issues/50,50,Build Failures for android-testing,closed,False,2015-08-19 01:34:22,2015-09-14 22:12:18
100,android,googlesamples/android-Camera2Basic,188186985,https://github.com/googlearchive/android-Camera2Basic/issues/62,62,onCaptureCompleted called multiple times,closed,True,2016-11-09 08:03:58,2016-11-09 08:11:50
11,android,googlesamples/android-BluetoothLeGatt,249270950,https://github.com/googlearchive/android-BluetoothLeGatt/pull/41,41,Ask for permissions in the new permissions style,closed,True,2017-08-10 08:31:01,2017-08-10 11:55:13
216,android,googlesamples/easypermissions,214802617,https://github.com/googlesamples/easypermissions/issues/93,93,Single callback instead of 2?,closed,False,2017-03-16 18:46:41,2017-04-10 21:34:32
9,android,googlesamples/android-RuntimePermissions,165245583,https://github.com/googlearchive/android-RuntimePermissions/issues/15,15,"Appliacation send info of crashLog ,how to apply for",closed,True,2016-07-13 06:17:53,2018-12-24 10:19:26
108,android,googlesamples/android-play-billing,594536254,https://github.com/android/play-billing-samples/pull/292,292,Fix subscriptions gson parsing error by adding SerializedName annotat…,closed,False,2020-04-05 16:14:30,2020-04-06 22:40:48
39,android,googlesamples/google-services,395180864,https://github.com/googlesamples/google-services/issues/395,395,iOS GoogleSignIn Crash,closed,False,2019-01-02 08:49:21,2019-01-08 00:55:41
0,android,googlesamples/android-HdrViewfinder,489901676,https://github.com/googlearchive/android-HdrViewfinder/issues/6,6,Why not also in portrait mode ?,closed,True,2019-09-05 17:29:41,2019-09-19 22:20:29
312,android,googlesamples/google-services,109257526,https://github.com/googlesamples/google-services/issues/77,77,- (NSURL *)imageURLWithDimension:(NSUInteger)dimension; Call Crash 2.3.0 iOS,closed,False,2015-10-01 09:02:39,2015-10-07 20:24:07
168,android,googlesamples/android-play-billing,490221745,https://github.com/android/play-billing-samples/issues/230,230,"After purchasing a consumable product, we want to limit the automatic refund for the consumable product by using 'acknowledgePurchase ()' to approve the purchase and consume it with 'consumeAsync ()'.",closed,False,2019-09-06 09:20:04,2019-09-16 18:13:23
2,android,googlesamples/android-NotificationChannels,373710725,https://github.com/googlearchive/android-NotificationChannels/issues/20,20,build.gradle is empty??,closed,True,2018-10-24 23:04:18,2019-10-08 16:12:33
134,android,googlesamples/android-Camera2Basic,123097372,https://github.com/googlearchive/android-Camera2Basic/issues/28,28,Preview freezes With AddTarget,closed,True,2015-12-19 16:57:32,2019-09-19 22:59:19
113,android,googlesamples/easypermissions,288077939,https://github.com/googlesamples/easypermissions/pull/196,196,Add a few features,closed,False,2018-01-12 10:43:22,2018-01-17 00:43:50
79,android,googlesamples/google-services,234358265,https://github.com/googlesamples/google-services/issues/321,321,Multiple dex files define FinalizeableReference,closed,False,2017-06-07 22:12:53,2017-06-15 01:30:51
4,android,googlesamples/android-MediaRecorder,393017706,https://github.com/googlearchive/android-MediaRecorder/issues/22,22,How to off Beep sound,closed,True,2018-12-20 12:05:22,2019-01-10 11:04:33
30,android,googlesamples/android-vision,284030017,https://github.com/googlesamples/android-vision/issues/299,299,Text Dectection can return text in arbitrary order,closed,False,2017-12-21 23:09:06,2017-12-26 20:43:21
17,android,googlesamples/android-instant-apps,280961934,https://github.com/googlearchive/android-instant-apps/issues/39,39,Test Error,closed,True,2017-12-11 10:17:24,2017-12-11 10:41:57
84,android,googlesamples/android-play-location,139776668,https://github.com/android/location-samples/issues/46,46,"LocationAddress - ""Address found"" but no address shows",closed,False,2016-03-10 03:50:35,2019-05-06 14:18:06
110,android,googlesamples/android-vision,139268066,https://github.com/googlesamples/android-vision/issues/74,74,Stop capturing after the first scanned,closed,False,2016-03-08 12:39:41,2016-03-14 11:02:19
44,android,googlesamples/android-testdpc,231538372,https://github.com/googlesamples/android-testdpc/issues/33,33,Device Owner provision ,closed,False,2017-05-26 06:34:46,2017-06-01 11:11:22
13,android,googlesamples/android-play-billing,833049659,https://github.com/android/play-billing-samples/pull/429,429,Added fake google-services.json file to enable nightly build,closed,False,2021-03-16 17:40:07,2021-03-16 17:54:10
38,android,googlesamples/android-testing,561083549,https://github.com/android/testing-samples/pull/309,309,Fix AccessibilitySample build,closed,False,2020-02-06 15:22:55,2020-02-16 22:54:40
4,android,googlesamples/android-ads,401625769,https://github.com/googlearchive/android-ads/issues/11,11,Required Internet Permission For Banner Ads,closed,True,2019-01-22 07:04:57,2019-01-22 18:53:53
7,android,googlesamples/leanback-showcase,405168052,https://github.com/googlearchive/leanback-showcase/pull/79,79,Fixes the SettingExampleFragment crash,closed,True,2019-01-31 10:04:59,2019-09-27 18:38:15
20,android,googlesamples/android-credentials,271288153,https://github.com/googlearchive/android-credentials/issues/20,20,BroadCastReceiver not getting fired  ,closed,True,2017-11-05 15:34:41,2017-11-07 13:59:23
349,android,googlesamples/google-services,100623676,https://github.com/googlesamples/google-services/pull/40,40,Fix example of GCM custom delegates,closed,False,2015-08-12 20:05:32,2015-08-12 21:25:24
35,android,googlesamples/android-fit,168072539,https://github.com/googlearchive/android-fit/issues/18,18,Failing to recreate GoogleApiClient after upgrading play services 9.0.2,closed,True,2016-07-28 11:22:02,2019-09-10 20:49:54
0,android,googlesamples/android-JobScheduler,468151200,https://github.com/googlearchive/android-JobScheduler/issues/14,14,Cancelling schedule was not working,closed,True,2019-07-15 14:11:49,2019-10-11 17:41:35
1,android,googlesamples/android-play-billing,877752972,https://github.com/android/play-billing-samples/pull/446,446,Add execution attribue to  gradlew for CI build.,closed,False,2021-05-06 17:15:04,2021-05-06 18:32:58
189,android,googlesamples/android-testing,139714723,https://github.com/android/testing-samples/issues/83,83,The integration service test fails with more than 1 test,closed,False,2016-03-09 22:05:38,2016-03-15 14:46:02
1,android,googlesamples/androidtv-sample-inputs,462487184,https://github.com/googlesamples/androidtv-sample-inputs/issues/42,42,Anyone use this and got it working ? There seems to be a problem with this Repository.,closed,False,2019-07-01 02:54:38,2019-07-01 02:55:01
110,android,googlesamples/google-services,197694090,https://github.com/googlesamples/google-services/issues/285,285,I don't see file google-services in project,closed,False,2016-12-27 12:08:42,2017-01-03 16:37:52
72,android,googlesamples/android-play-billing,684928528,https://github.com/android/play-billing-samples/issues/345,345,Replacing Fragment with Activity,closed,False,2020-08-24 20:00:14,2020-08-24 21:33:33
3,android,googlesamples/android-MediaBrowserService,377573999,https://github.com/googlearchive/android-MediaBrowserService/issues/8,8,Seekbar position reset to 0 when relaunching,closed,True,2018-11-05 20:42:05,2019-05-14 18:46:57
98,android,googlesamples/androidtv-Leanback,122412168,https://github.com/googlearchive/androidtv-Leanback/issues/56,56,PlaybackOverlayActivity - no focus of control when first load,closed,True,2015-12-16 02:19:20,2015-12-17 01:45:41
373,android,googlesamples/android-play-billing,153223082,https://github.com/android/play-billing-samples/issues/16,16,Owned subscription returns responseCode 6 not 7,closed,False,2016-05-05 12:33:12,2017-06-01 03:36:39
138,android,googlesamples/android-play-billing,542678211,https://github.com/android/play-billing-samples/issues/260,260,Replacement for TrivialDrive_v2 sample needed (Java sample),closed,False,2019-12-26 21:49:31,2020-03-03 18:35:36
38,android,googlesamples/android-vision,264177231,https://github.com/googlesamples/android-vision/issues/274,274,isOperational return false (libbarhopper.so library load status: false),closed,False,2017-10-10 10:31:00,2017-10-30 15:34:55
84,android,googlesamples/leanback-showcase,157371087,https://github.com/googlearchive/leanback-showcase/issues/2,2,I can`t build,closed,True,2016-05-29 05:55:40,2016-05-29 05:58:19
12,android,googlesamples/androidtv-sample-inputs,157404339,https://github.com/googlesamples/androidtv-sample-inputs/issues/10,10,Sample crashes on N preview emulator,closed,False,2016-05-29 20:25:43,2016-12-13 16:18:46
8,android,googlesamples/android-ScreenCapture,267465947,https://github.com/googlearchive/android-ScreenCapture/issues/10,10,is it possible to record touches without manually enabling it on settings,closed,True,2017-10-22 13:44:11,2019-01-11 06:41:12
34,android,googlesamples/android-instant-apps,243782801,https://github.com/googlearchive/android-instant-apps/pull/22,22,Adding application hint to the feature module,closed,True,2017-07-18 16:53:33,2017-08-11 08:44:42
161,android,googlesamples/android-testing,184422421,https://github.com/android/testing-samples/pull/117,117,Basic Screen tests,closed,False,2016-10-21 08:00:11,2017-01-23 11:45:20
11,android,googlesamples/android-BasicSyncAdapter,152079353,https://github.com/googlearchive/android-BasicSyncAdapter/issues/3,3,Changing from ListFragment to Fragment w/ RecyclerView,closed,True,2016-05-01 04:22:32,2019-10-17 22:56:29
51,android,googlesamples/easypermissions,390203871,https://github.com/googlesamples/easypermissions/issues/265,265,AndroidX migration?,closed,False,2018-12-12 12:27:49,2019-01-23 21:59:34
175,android,googlesamples/android-testing,169377584,https://github.com/android/testing-samples/issues/101,101,Adb grant permission doesn't work,closed,False,2016-08-04 13:43:51,2016-11-17 13:36:15
41,android,googlesamples/leanback-showcase,267440811,https://github.com/googlearchive/leanback-showcase/issues/45,45,Official ExoPlayer implementation of PlayerAdapter in Leanback Library,closed,True,2017-10-22 06:43:27,2017-10-22 09:56:16
66,android,googlesamples/google-services,270900173,https://github.com/googlesamples/google-services/issues/341,341,Still signout - signin when offline,closed,False,2017-11-03 07:53:40,2017-12-15 18:18:10
93,android,googlesamples/android-play-location,108940607,https://github.com/android/location-samples/pull/24,24,Update gradle versions.,closed,False,2015-09-29 19:21:14,2015-10-07 23:01:59
124,android,googlesamples/android-Camera2Basic,143711546,https://github.com/googlearchive/android-Camera2Basic/issues/38,38,Incorrect aspect ratio after going to landscape mode then back to portrait,closed,True,2016-03-26 14:44:03,2019-09-19 22:57:57
71,android,googlesamples/leanback-showcase,179929928,https://github.com/googlearchive/leanback-showcase/pull/15,15,Videos2,closed,True,2016-09-29 01:15:02,2019-09-27 18:37:48
69,android,googlesamples/android-vision,197178182,https://github.com/googlesamples/android-vision/issues/168,168, Google vision api without network connection,closed,False,2016-12-22 13:47:49,2016-12-24 14:55:30
319,android,googlesamples/google-services,107830102,https://github.com/googlesamples/google-services/issues/70,70,iOS9 new app switching UIAlertView isn't handled well.,closed,False,2015-09-23 00:29:04,2015-11-03 16:45:58
7,android,googlesamples/android-unsplash,161312215,https://github.com/googlearchive/android-unsplash/issues/6,6,Dynamically update color of status bar for each image and use light status bar for contrast,closed,True,2016-06-20 22:39:00,2017-01-30 11:44:37
282,android,googlesamples/easypermissions,160594232,https://github.com/googlesamples/easypermissions/pull/27,27,Use start activity for result to start app settings,closed,False,2016-06-16 07:22:49,2016-07-06 23:48:20
120,android,googlesamples/android-Camera2Basic,153183356,https://github.com/googlearchive/android-Camera2Basic/issues/42,42,Lacking privileges to access camera service,closed,True,2016-05-05 07:32:56,2019-09-19 22:57:47
15,android,googlesamples/android-Camera2Raw,264912081,https://github.com/googlearchive/android-Camera2Raw/pull/9,9,fix a crash when the device doesn't support RAW,closed,True,2017-10-12 11:53:23,2019-09-19 22:22:03
47,android,googlesamples/android-testdpc,222361103,https://github.com/googlesamples/android-testdpc/issues/30,30,not able to verify disallow debugging features,closed,False,2017-04-18 09:51:42,2017-04-19 09:36:42
132,android,googlesamples/androidtv-Leanback,62855371,https://github.com/googlearchive/androidtv-Leanback/issues/22,22,"Build fails with  ""String types not allowed (at 'slideEdge' with value 'end').""",closed,True,2015-03-19 02:57:18,2015-03-24 11:03:39
