,framework,sample,id,link,number,title,state,locked,created_at,closed_at
16,spring,spring-guides/gs-messaging-stomp-websocket,222566686,https://github.com/spring-guides/gs-messaging-stomp-websocket/issues/35,35,Stomp client fails to connect to a dynamic controller destination that has a @DestinationVariable when I switch to use a StompBrokerRelay but it works with SimpleBroker,closed,False,2017-04-18 22:43:26,2017-04-20 15:55:31
17,spring,spring-guides/gs-accessing-data-mysql,253141368,https://github.com/spring-guides/gs-accessing-data-mysql/issues/6,6,Application fails to start,closed,False,2017-08-27 05:00:26,2017-08-27 07:59:03
18,spring,spring-guides/gs-spring-boot,180682264,https://github.com/spring-guides/gs-spring-boot/issues/28,28,Build with Maven: section is empty,closed,False,2016-10-03 16:16:33,2018-01-09 14:18:55
6,spring,spring-guides/gs-async-method,37987092,https://github.com/spring-guides/gs-async-method/issues/2,2,Page http://graph.facebook.com/GoPivotal is invalid,closed,False,2014-07-16 14:24:18,2014-07-17 19:46:00
6,spring,spring-guides/gs-multi-module,463756974,https://github.com/spring-guides/gs-multi-module/issues/23,23,The configuration used in this guide will not find repositories and entities defined in the library module,closed,False,2019-07-03 13:35:10,2019-07-05 15:28:12
6,spring,spring-guides/gs-serving-web-content,270178553,https://github.com/spring-guides/gs-serving-web-content/issues/19,19,javax.servlet.ServletException: Circular view path [greeting]: would dispatch back to the current handler URL [/greeting] again. ,closed,False,2017-11-01 02:57:01,2017-11-01 11:35:12
27,spring,spring-guides/getting-started-guides,243081183,https://github.com/spring-guides/getting-started-guides/issues/46,46,New guide for Spring Cloud GCP,closed,False,2017-07-14 18:52:14,2018-02-06 20:19:59
3,spring,spring-guides/gs-batch-processing,300926678,https://github.com/spring-guides/gs-batch-processing/issues/21,21,HSQLException : user lacks privilege or object not found BATCH_JOB_INSTANCE,closed,False,2018-02-28 08:05:07,2018-03-01 09:12:12
30,spring,spring-guides/tut-rest,237265091,https://github.com/spring-guides/tut-rest/issues/36,36,Use curl... to see JSON Response,closed,False,2017-06-20 16:07:34,2019-04-22 14:20:03
30,spring,spring-guides/gs-spring-boot-docker,243218545,https://github.com/spring-guides/gs-spring-boot-docker/issues/28,28,dockerfile-maven plugin ,closed,False,2017-07-16 05:23:51,2017-07-24 07:39:39
9,spring,spring-guides/gs-authenticating-ldap,41307611,https://github.com/spring-guides/gs-authenticating-ldap/issues/6,6,broken links in the summary section,closed,False,2014-08-27 17:14:18,2014-08-27 17:17:53
33,spring,spring-guides/gs-spring-boot-docker,193494542,https://github.com/spring-guides/gs-spring-boot-docker/issues/24,24,"Gradle, how to deal with viewResolver inside Docker",closed,False,2016-12-05 13:20:12,2016-12-05 13:49:40
46,spring,spring-guides/tut-spring-boot-oauth2,166441885,https://github.com/spring-guides/tut-spring-boot-oauth2/issues/29,29,Unable to set client_id dynamically,closed,False,2016-07-19 21:37:54,2016-07-20 11:36:25
46,spring,spring-guides/gs-spring-boot-docker,69598171,https://github.com/spring-guides/gs-spring-boot-docker/issues/3,3,Minor issues / suggestions for gs-spring-boot-docker guide,closed,False,2015-04-20 14:22:02,2015-04-21 11:35:49
1,spring,spring-guides/gs-rest-hateoas,132661139,https://github.com/spring-guides/gs-rest-hateoas/issues/8,8,methodOn is undefined,closed,False,2016-02-10 10:31:00,2016-02-24 05:55:25
9,spring,spring-guides/gs-rest-service-cors,54371545,https://github.com/spring-guides/gs-rest-service-cors/issues/4,4,Remove unnecessary dependencies,closed,False,2015-01-14 20:22:43,2015-01-15 15:42:49
7,spring,spring-guides/gs-consuming-rest,179472697,https://github.com/spring-guides/gs-consuming-rest/issues/21,21,HTML issue?,closed,False,2016-09-27 11:56:28,2016-09-27 13:05:45
12,spring,spring-guides/gs-batch-processing,21840362,https://github.com/spring-guides/gs-batch-processing/issues/5,5,Maven build fails to produce viable jar,closed,False,2013-10-30 16:53:42,2013-11-18 15:49:19
28,spring,spring-guides/gs-rest-service,179856595,https://github.com/spring-guides/gs-rest-service/issues/48,48,"Running into ""org.springframework.beans.factory.BeanDefinitionStoreException: Failed to process import candidates for configuration class"" ",closed,False,2016-09-28 18:52:29,2017-02-10 02:43:45
5,spring,spring-guides/gs-reactive-rest-service,298084857,https://github.com/spring-guides/gs-reactive-rest-service/issues/2,2,Test always succeeds,closed,False,2018-02-18 13:29:25,2018-02-18 15:00:14
57,spring,spring-guides/tut-rest,47595814,https://github.com/spring-guides/tut-rest/issues/4,4,Upgrade to Spring Boot 1.1.9 or 1.2.0,closed,False,2014-11-03 13:58:52,2017-01-31 22:26:04
12,spring,spring-guides/gs-serving-web-content,27611362,https://github.com/spring-guides/gs-serving-web-content/issues/7,7,Can't upgrade to Spring Boot 1.0.0.RC3,closed,False,2014-02-14 17:28:00,2014-02-20 03:02:48
8,spring,spring-guides/gs-uploading-files,224598742,https://github.com/spring-guides/gs-uploading-files/issues/36,36,java.nio.file.FileAlreadyExistsException: [target],closed,False,2017-04-26 21:03:55,2017-07-28 08:13:32
27,spring,spring-guides/gs-rest-service,185422232,https://github.com/spring-guides/gs-rest-service/issues/49,49,HTTP Status 404 - /greeting,closed,False,2016-10-26 15:09:00,2016-10-26 16:41:19
8,spring,spring-guides/gs-messaging-rabbitmq,23417724,https://github.com/spring-guides/gs-messaging-rabbitmq/issues/3,3,"Remove ""Run the service"" section",closed,False,2013-11-27 21:57:51,2013-12-02 14:41:44
0,spring,spring-guides/gs-accessing-neo4j-data-rest,172562375,https://github.com/spring-guides/gs-accessing-neo4j-data-rest/issues/8,8,Example does not work.,closed,False,2016-08-22 21:42:58,2016-08-28 09:00:18
11,spring,spring-guides/gs-messaging-stomp-websocket,374347602,https://github.com/spring-guides/gs-messaging-stomp-websocket/issues/47,47,How to listen for client connections?,closed,False,2018-10-26 11:44:39,2020-09-28 11:08:04
2,spring,spring-guides/gs-producing-web-service,751395766,https://github.com/spring-guides/gs-producing-web-service/issues/32,32,"It seems like on windows ""${project.basedir}"" does not find the files",closed,False,2020-11-26 08:37:50,2020-11-26 09:33:57
0,spring,spring-guides/gs-accessing-vault,405458012,https://github.com/spring-guides/gs-accessing-vault/issues/4,4,An error with secret path,closed,False,2019-01-31 21:55:55,2019-08-07 06:49:59
27,spring,spring-guides/gs-uploading-files,29223040,https://github.com/spring-guides/gs-uploading-files/issues/6,6,Note about  RC4 issues ,closed,False,2014-03-11 23:01:28,2014-03-12 04:37:12
35,spring,spring-guides/gs-spring-boot-docker,167939308,https://github.com/spring-guides/gs-spring-boot-docker/issues/19,19,Guide does not mention default docker tag,closed,False,2016-07-27 19:45:26,2017-07-24 07:47:05
1,spring,spring-guides/gs-uploading-files,564724908,https://github.com/spring-guides/gs-uploading-files/issues/65,65,Can't download a file containing an %,closed,False,2020-02-13 14:35:29,2020-02-18 10:37:01
31,spring,spring-guides/tut-spring-boot-oauth2,213960452,https://github.com/spring-guides/tut-spring-boot-oauth2/issues/49,49,fail to get access token in simple and click application,closed,False,2017-03-14 03:41:44,2017-03-14 06:53:32
32,spring,spring-guides/gs-rest-service,150251995,https://github.com/spring-guides/gs-rest-service/issues/41,41,I can't finish this guide,closed,False,2016-04-22 03:05:01,2020-01-15 11:01:53
0,spring,spring-guides/gs-authenticating-ldap,296534077,https://github.com/spring-guides/gs-authenticating-ldap/issues/25,25,Problems with displaying several code snippets on the guide page,closed,False,2018-02-12 21:40:58,2018-02-12 21:43:58
0,spring,spring-guides/gs-reactive-rest-service,804338953,https://github.com/spring-guides/gs-reactive-rest-service/issues/20,20,Broken build sections,closed,False,2021-02-09 08:44:31,2021-02-09 15:50:47
19,spring,spring-guides/tut-spring-boot-oauth2,298639804,https://github.com/spring-guides/tut-spring-boot-oauth2/issues/70,70,Creating a user in local database after successful social login,closed,False,2018-02-20 15:37:06,2018-02-22 04:57:25
39,spring,spring-guides/tut-rest,205870728,https://github.com/spring-guides/tut-rest/issues/27,27,add tag to on topic list.,closed,False,2017-02-07 12:18:27,2017-02-07 21:09:52
41,spring,spring-guides/tut-rest,193518014,https://github.com/spring-guides/tut-rest/issues/24,24,401 -Unauthorized error for jhoeller/password for rest application,closed,False,2016-12-05 14:51:07,2019-04-22 14:18:13
3,spring,spring-guides/gs-messaging-redis,29168883,https://github.com/spring-guides/gs-messaging-redis/issues/3,3,Missing dependencies,closed,False,2014-03-11 10:53:38,2014-07-17 17:56:23
0,spring,spring-guides/gs-rest-service,722488055,https://github.com/spring-guides/gs-rest-service/issues/112,112,Application finishing & exiting immediately,closed,False,2020-10-15 16:29:41,2020-10-15 17:51:01
4,spring,spring-guides/gs-producing-web-service,551850030,https://github.com/spring-guides/gs-producing-web-service/issues/28,28,Describe that an  explicit XSD file location is required in maven to generate source files,closed,False,2020-01-19 01:29:01,2020-02-03 14:30:25
2,spring,spring-guides/gs-authenticating-ldap,218522031,https://github.com/spring-guides/gs-authenticating-ldap/issues/20,20,NoClassDefFoundError,closed,False,2017-03-31 14:38:39,2017-04-08 06:22:40
7,spring,spring-guides/gs-rest-service,381170109,https://github.com/spring-guides/gs-rest-service/issues/87,87,HTTP 404 Status with spring boot 1.5.17.RELEASE,closed,False,2018-11-15 13:52:17,2020-01-13 10:33:33
8,spring,spring-guides/gs-batch-processing,86761694,https://github.com/spring-guides/gs-batch-processing/issues/10,10,Add clarification about s1 argument in importUserJob,closed,False,2015-06-09 22:55:36,2016-02-24 15:24:26
27,spring,spring-guides/gs-spring-boot,29244059,https://github.com/spring-guides/gs-spring-boot/issues/10,10,Sample not working with jetty...,closed,False,2014-03-12 08:08:43,2014-03-13 16:10:42
32,spring,spring-guides/gs-spring-boot-docker,227591956,https://github.com/spring-guides/gs-spring-boot-docker/issues/25,25,Change gradle plugin,closed,False,2017-05-10 07:39:11,2020-01-06 10:53:58
7,spring,spring-guides/gs-serving-web-content,261493620,https://github.com/spring-guides/gs-serving-web-content/issues/18,18,https://spring.io/guides/gs/serving-web-content/ Broken,closed,False,2017-09-28 23:47:30,2017-10-02 08:25:31
13,spring,spring-guides/gs-multi-module,296787394,https://github.com/spring-guides/gs-multi-module/issues/7,7,Test the `complete` directory for 2.0.0.RC1,closed,False,2018-02-13 15:53:32,2018-03-01 13:17:24
26,spring,spring-guides/gs-rest-service,185932355,https://github.com/spring-guides/gs-rest-service/issues/50,50,a new CI build should be started to reflect the document change in spring guide website.,closed,False,2016-10-28 14:08:39,2016-10-28 14:41:18
18,spring,spring-guides/gs-accessing-data-mysql,226835446,https://github.com/spring-guides/gs-accessing-data-mysql/issues/3,3,Unable to start application,closed,False,2017-05-07 07:10:35,2017-08-27 06:25:54
24,spring,spring-guides/tut-rest,273259185,https://github.com/spring-guides/tut-rest/issues/42,42,Mime type */* is rendered wrong in README.adoc,closed,False,2017-11-12 19:51:18,2019-04-22 14:20:17
10,spring,spring-guides/gs-maven,22390192,https://github.com/spring-guides/gs-maven/issues/5,5,Completed Pom has <build> section but not explained in tutorial.,closed,False,2013-11-09 17:44:40,2013-11-18 17:52:49
1,spring,spring-guides/gs-relational-data-access,102999338,https://github.com/spring-guides/gs-relational-data-access/issues/12,12,Where would H2 database store data?,closed,False,2015-08-25 10:58:03,2015-08-25 11:21:55
1,spring,spring-guides/gs-accessing-data-rest,302073891,https://github.com/spring-guides/gs-accessing-data-rest/issues/18,18,At least one JPA metamodel must be present!,closed,False,2018-03-04 10:17:07,2018-03-05 07:10:02
0,spring,spring-guides/gs-accessing-data-mysql,715999394,https://github.com/spring-guides/gs-accessing-data-mysql/issues/41,41,Modify the port 8080,closed,False,2020-10-06 20:27:20,2020-10-06 20:28:29
16,spring,spring-guides/gs-uploading-files,159786090,https://github.com/spring-guides/gs-uploading-files/issues/24,24,duplicate condition,closed,False,2016-06-11 18:11:04,2016-06-27 19:39:14
8,spring,spring-guides/gs-consuming-web-service,526318008,https://github.com/spring-guides/gs-consuming-web-service/issues/42,42,Documentation using with java 11,closed,False,2019-11-21 01:58:38,2020-01-09 07:16:36
11,spring,spring-guides/tut-spring-boot-oauth2,334026294,https://github.com/spring-guides/tut-spring-boot-oauth2/issues/87,87,Can't run this sample by idea ide because of a series exceptions,closed,False,2018-06-20 10:58:00,2018-06-20 22:42:46
11,spring,spring-guides/gs-producing-web-service,225935566,https://github.com/spring-guides/gs-producing-web-service/issues/9,9,Outdated Gradle JAXB related information,closed,False,2017-05-03 09:59:22,2020-12-08 10:54:22
9,spring,spring-guides/gs-multi-module,436715575,https://github.com/spring-guides/gs-multi-module/issues/20,20,Unable to execute mvn spring-boot:run ,closed,False,2019-04-24 14:01:49,2020-01-27 10:34:03
9,spring,spring-guides/gs-accessing-data-mongodb,23935630,https://github.com/spring-guides/gs-accessing-data-mongodb/issues/4,4,Misspelling in pom.xml artifactId,closed,False,2013-12-09 00:57:50,2013-12-09 14:04:39
0,spring,spring-guides/gs-rest-hateoas,516865341,https://github.com/spring-guides/gs-rest-hateoas/issues/24,24,Dead/incorrect links in the tutorial,closed,False,2019-11-03 17:57:58,2019-11-04 09:37:27
7,spring,spring-guides/tut-rest,503993629,https://github.com/spring-guides/tut-rest/issues/83,83,Cannot find stream method,closed,False,2019-10-08 11:43:56,2020-05-27 15:14:07
19,spring,spring-guides/gs-messaging-stomp-websocket,157998450,https://github.com/spring-guides/gs-messaging-stomp-websocket/issues/29,29,Confused,closed,False,2016-06-01 20:23:19,2016-06-12 10:09:59
33,spring,spring-guides/gs-messaging-stomp-websocket,23870627,https://github.com/spring-guides/gs-messaging-stomp-websocket/issues/2,2,Change the guide's title to be task-focused,closed,False,2013-12-06 16:58:46,2013-12-11 15:02:31
4,spring,spring-guides/gs-gradle,33422340,https://github.com/spring-guides/gs-gradle/issues/11,11,Getting Started with Gradle guide does not run the application.,closed,False,2014-05-13 17:52:52,2014-05-30 21:21:09
8,spring,spring-guides/gs-rest-service-cors,75655860,https://github.com/spring-guides/gs-rest-service-cors/issues/5,5,How do you handle OPTIONS requests with this sample guide?,closed,False,2015-05-12 16:19:22,2015-06-19 13:18:14
17,spring,spring-guides/gs-rest-service,239579515,https://github.com/spring-guides/gs-rest-service/issues/64,64,Error in my program,closed,False,2017-06-29 19:00:00,2020-01-12 17:59:47
27,spring,spring-guides/tut-rest,237290769,https://github.com/spring-guides/tut-rest/issues/39,39,BookmarkControllerAdvice no imports,closed,False,2017-06-20 17:42:33,2019-04-22 14:16:42
38,spring,spring-guides/gs-spring-boot-docker,141358091,https://github.com/spring-guides/gs-spring-boot-docker/issues/16,16,Change the Dockerfile RUN bash to RUN sh,closed,False,2016-03-16 18:19:48,2016-03-21 16:32:17
9,spring,spring-guides/gs-spring-boot-docker,399814428,https://github.com/spring-guides/gs-spring-boot-docker/issues/66,66,Improve the note regarding the external volume for /tmp in the Dockerfile,closed,False,2019-01-16 13:43:07,2020-01-06 11:43:24
