,framework,sample,id,link,number,title,state,locked,created_at,closed_at
278,android,googlesamples/google-services,91223920,https://github.com/googlesamples/google-services/issues/21,21, Could not find any version that matches com.google.android.gms:play-services-gcm:7.5.+.,closed,False,2015-06-26 10:56:41,2015-06-29 19:30:37
52,android,googlesamples/android-Camera2Basic,285293551,https://github.com/googlearchive/android-Camera2Basic/issues/99,99,Doesn't work on samsung galaxy S7 front camera,closed,True,2018-01-01 07:32:45,2019-09-19 22:54:27
13,android,googlesamples/android-testing,389671735,https://github.com/android/testing-samples/issues/233,233,How to run test cases for multiple activities,closed,False,2018-12-11 09:37:52,2018-12-11 19:28:20
48,android,googlesamples/google-services,293202591,https://github.com/googlesamples/google-services/issues/354,354,"Can't load ""https://myaccount.google.com"" via ajax after successful Integrating of Google Sign-In button into my server",closed,False,2018-01-31 15:35:01,2018-02-05 18:03:50
1,android,googlesamples/android-Interpolator,61270796,https://github.com/googlearchive/android-Interpolator/issues/3,3,"Error:(37, 9) Attribute instrumentation#android.test.InstrumentationTestRunner@label value=(Tests for CardView sample) from AndroidManifest.xml:37:9",closed,True,2015-03-13 22:10:43,2019-09-04 22:47:55
124,android,googlesamples/google-services,157598719,https://github.com/googlesamples/google-services/issues/230,230,"gcm token will sometimes return to the ""MESSENGER"".",closed,False,2016-05-31 06:29:08,2016-05-31 06:33:52
43,android,googlesamples/android-FingerprintDialog,112195017,https://github.com/googlearchive/android-FingerprintDialog/issues/10,10,How to do encryption and decryption?,closed,True,2015-10-19 17:34:26,2015-10-23 16:55:36
17,android,googlesamples/androidtv-Leanback,374286702,https://github.com/googlearchive/androidtv-Leanback/issues/135,135,android.view.InflateException: Binary XML file line #18: Binary XML file line #18: Error inflating class android.support.v17.leanback.widget.VerticalGridView,closed,True,2018-10-26 08:51:59,2019-09-27 17:00:29
51,android,googlesamples/android-testdpc,181736477,https://github.com/googlesamples/android-testdpc/issues/16,16,How To Remove Redundant TestDPC function?,closed,False,2016-10-07 18:25:24,2016-10-12 14:36:54
78,android,googlesamples/androidtv-Leanback,148923062,https://github.com/googlearchive/androidtv-Leanback/issues/65,65,PIP branch not working,closed,True,2016-04-17 06:10:49,2016-05-02 17:03:03
25,android,googlesamples/leanback-showcase,311910326,https://github.com/googlearchive/leanback-showcase/issues/54,54,Crash in leanback BrowseFragment,closed,True,2018-04-06 09:36:43,2019-09-27 18:36:05
3,android,googlesamples/android-BasicSyncAdapter,290725400,https://github.com/googlearchive/android-BasicSyncAdapter/issues/11,11,ContentResolver.requestSync() not calls the SyncService on SDK 26.,closed,True,2018-01-23 06:42:48,2019-10-17 22:56:18
3,android,googlesamples/android-BasicAndroidKeyStore,211719219,https://github.com/googlearchive/android-BasicAndroidKeyStore/issues/1,1,use setUserAuthenticationRequired without Fingerprint Scanner,closed,True,2017-03-03 15:28:21,2019-10-09 17:45:04
82,android,googlesamples/android-Camera2Video,116754726,https://github.com/googlearchive/android-Camera2Video/issues/9,9,output file is created but its empty(0.0Kb),closed,True,2015-11-13 11:54:16,2019-09-19 22:36:31
105,android,googlesamples/android-Camera2Basic,141583340,https://github.com/googlearchive/android-Camera2Basic/issues/34,34,USB camera connected,closed,True,2016-03-17 13:28:14,2019-09-19 22:58:48
15,android,googlesamples/android-FingerprintDialog,196868452,https://github.com/googlearchive/android-FingerprintDialog/issues/43,43,Can realize the function of fingerprint puncher,closed,True,2016-12-21 07:55:53,2019-09-06 15:51:08
11,android,googlesamples/android-Camera2Video,347764045,https://github.com/googlearchive/android-Camera2Video/issues/87,87,Changing Resolution to 4K,closed,True,2018-08-06 03:09:42,2018-08-07 01:53:04
8,android,googlesamples/android-play-places,260928274,https://github.com/googlearchive/android-play-places/issues/66,66,Autocomplete - enter coordinates,closed,True,2017-09-27 10:43:18,2019-10-04 22:24:21
286,android,googlesamples/google-services,85605181,https://github.com/googlesamples/google-services/issues/8,8,Typo in Android SignIn MainActivity,closed,False,2015-06-05 18:52:34,2015-07-28 17:53:17
93,android,googlesamples/android-play-billing,549046507,https://github.com/android/play-billing-samples/issues/268,268,Pending order more than 90%,closed,False,2020-01-13 16:34:56,2020-01-14 13:55:17
49,android,googlesamples/leanback-showcase,182270938,https://github.com/googlearchive/leanback-showcase/issues/16,16,Changing layout,closed,True,2016-10-11 13:57:26,2016-12-30 08:46:19
1,android,googlesamples/android-WearOAuth,265543855,https://github.com/googlearchive/android-WearOAuth/issues/2,2,Not receiving refresh token,closed,True,2017-10-15 03:58:39,2017-10-15 04:42:56
183,android,googlesamples/easypermissions,158999748,https://github.com/googlesamples/easypermissions/issues/24,24,Make permission rationale survive rotation,closed,False,2016-06-07 19:04:10,2016-10-20 16:08:39
20,android,googlesamples/android-play-places,170847215,https://github.com/googlearchive/android-play-places/issues/54,54,How to add particular place to the Autocomplete Filter,closed,True,2016-08-12 10:55:38,2019-10-04 22:25:06
7,android,googlesamples/android-play-places,271775650,https://github.com/googlearchive/android-play-places/issues/68,68,API Error 13 at PlaceCompleteAdapter Example,closed,True,2017-11-07 10:11:55,2017-11-07 10:34:05
167,android,googlesamples/easypermissions,192356967,https://github.com/googlesamples/easypermissions/issues/59,59,What mean rationale_camera ?,closed,False,2016-11-29 18:09:33,2016-11-29 18:42:23
0,android,googlesamples/easypermissions,863948792,https://github.com/googlesamples/easypermissions/issues/324,324,Move to GitHub Actions,closed,False,2021-04-21 14:23:54,2021-04-26 11:16:54
1,android,googlesamples/android-RecyclerView,358321724,https://github.com/googlearchive/android-RecyclerView/issues/22,22,Recyclerview scroll lagg with android 8,closed,True,2018-09-08 19:28:12,2018-09-20 22:07:31
6,android,googlesamples/android-Camera2Raw,333601064,https://github.com/googlearchive/android-Camera2Raw/issues/17,17,Full screen image,closed,True,2018-06-19 09:58:10,2019-09-19 22:23:08
60,android,googlesamples/android-Camera2Video,181069704,https://github.com/googlearchive/android-Camera2Video/issues/34,34,Recorded Video get cropped from intial previewed area,closed,True,2016-10-05 05:43:33,2019-09-19 22:39:12
150,android,googlesamples/android-play-billing,443239766,https://github.com/android/play-billing-samples/issues/193,193,can not correct response code after calling consumeAsync(),closed,False,2019-05-13 07:14:20,2019-08-19 20:15:09
42,android,googlesamples/android-play-billing,700094889,https://github.com/android/play-billing-samples/issues/357,357,TrivialDriveKotlin: Unnecessary safe call on a non-null receiver,closed,False,2020-09-12 06:14:47,2020-09-14 18:54:39
232,android,googlesamples/google-services,112267600,https://github.com/googlesamples/google-services/issues/87,87,LocalBroad,closed,False,2015-10-20 01:44:37,2015-10-20 01:44:51
54,android,googlesamples/easypermissions,345116766,https://github.com/googlesamples/easypermissions/issues/231,231,Is it bug?,closed,False,2018-07-27 07:16:04,2018-08-01 17:00:30
8,android,googlesamples/leanback-showcase,398259285,https://github.com/googlearchive/leanback-showcase/issues/77,77,How to implement GuidedTimePickerAction for GuidedStepSupportFragment?,closed,True,2019-01-11 11:57:06,2019-09-05 09:14:46
182,android,googlesamples/google-services,131055424,https://github.com/googlesamples/google-services/issues/155,155,App Invites Play Store Box placeholder,closed,False,2016-02-03 15:17:59,2016-02-04 17:17:36
67,android,googlesamples/android-vision,180024245,https://github.com/googlesamples/android-vision/issues/134,134,No option to capture the OCR image,closed,False,2016-09-29 11:34:56,2016-11-21 15:33:55
7,android,googlesamples/easypermissions,680471267,https://github.com/googlesamples/easypermissions/issues/312,312,Bug,closed,False,2020-08-17 19:22:50,2020-08-18 08:57:11
306,android,googlesamples/android-play-billing,126068850,https://github.com/android/play-billing-samples/issues/3,3,getBuyIntentToReplaceSkus is not available in Google Play Billing Library r5,closed,False,2016-01-12 00:19:19,2017-06-01 03:45:18
89,android,googlesamples/google-services,189296276,https://github.com/googlesamples/google-services/issues/276,276,google sign-in ios can be interrupted?,closed,False,2016-11-15 04:17:54,2016-12-01 01:25:58
85,android,googlesamples/google-services,194607445,https://github.com/googlesamples/google-services/issues/282,282,Unable to configure global_tracker.xml as it's a generated file,closed,False,2016-12-09 14:20:25,2017-01-03 22:39:19
9,android,googlesamples/android-play-location,367546544,https://github.com/android/location-samples/issues/173,173,Regarding License ,closed,False,2018-10-07 11:44:31,2018-10-09 12:11:57
56,android,googlesamples/android-Camera2Basic,274833317,https://github.com/googlearchive/android-Camera2Basic/issues/95,95,"How to get a frame when the camera is previewing, without capture still picture?",closed,True,2017-11-17 11:19:46,2019-09-19 22:54:45
3,android,googlesamples/android-AutofillFramework,256770276,https://github.com/googlearchive/android-AutofillFramework/issues/10,10,Autofill hints values,closed,True,2017-09-11 16:46:37,2017-09-12 18:16:50
5,android,googlesamples/android-DirectorySelection,256772331,https://github.com/googlearchive/android-DirectorySelection/issues/3,3,"build.gradle should not contain a ""plus""",closed,True,2017-09-11 16:53:30,2019-09-05 23:25:37
5,android,googlesamples/android-RuntimePermissions,114095678,https://github.com/googlearchive/android-RuntimePermissions/issues/10,10,Crash after granting then denying Contacts permission,closed,True,2015-10-29 16:50:30,2019-09-26 22:22:24
12,android,googlesamples/android-nearby,296184710,https://github.com/googlearchive/android-nearby/issues/51,51, Nearby.CONNECTIONS_API is not available on this device.,closed,True,2018-02-11 11:58:45,2018-02-12 01:42:03
29,android,googlesamples/android-testing,237854319,https://github.com/android/testing-samples/issues/133,133,Unable to compile BasicSampleBundled,closed,False,2017-06-22 13:56:14,2017-06-22 14:02:10
122,android,googlesamples/easypermissions,235995665,https://github.com/googlesamples/easypermissions/issues/129,129,v0.4.1 doesnt compile with Java 1.8,closed,False,2017-06-14 20:10:57,2017-06-14 20:12:40
8,android,googlesamples/android-fit,383441639,https://github.com/googlearchive/android-fit/issues/43,43,Error: No permission to read data for this private data source.,closed,True,2018-11-22 09:13:00,2019-09-10 20:47:27
3,android,googlesamples/android-BasicRenderScript,150261910,https://github.com/googlearchive/android-BasicRenderScript/issues/2,2,java.lang.OutOfMemoryError: Failed to allocate a 48771084 byte allocation with 16766176 free bytes and 33MB until OOM                                                                                      ,closed,True,2016-04-22 04:19:15,2019-09-05 20:33:14
11,android,googlesamples/android-AutofillFramework,224106334,https://github.com/googlearchive/android-AutofillFramework/issues/2,2,onSaveRequest never called,closed,True,2017-04-25 11:30:50,2017-05-17 23:58:59
9,android,googlesamples/android-Camera2Video,358617785,https://github.com/googlearchive/android-Camera2Video/issues/90,90,Video not playing on 7.0 and above,closed,True,2018-09-10 13:15:53,2019-09-19 22:30:43
22,android,googlesamples/android-nearby,127651050,https://github.com/googlearchive/android-nearby/issues/15,15,Problem with nearby 8.4.0 - Attemting to perform a high-power operation from a non-Activity context,closed,True,2016-01-20 10:23:37,2016-01-20 13:24:15
168,android,googlesamples/google-services,135979396,https://github.com/googlesamples/google-services/issues/176,176,GoogleApiClient app-indexing memory leak?,closed,False,2016-02-24 07:16:56,2016-06-28 17:45:27
154,android,googlesamples/android-play-billing,424619278,https://github.com/android/play-billing-samples/issues/188,188,Question: how to retrive refound in app billing,closed,False,2019-03-24 14:29:40,2019-05-14 21:25:22
40,android,googlesamples/android-play-billing,700104646,https://github.com/android/play-billing-samples/issues/359,359,TrivialDriveKotlin: DSL element 'annotationProcessorOptions.includeCompileClasspath' is obsolete.,closed,False,2020-09-12 06:42:34,2020-09-14 18:54:53
5,android,googlesamples/android-AutofillFramework,241538884,https://github.com/googlearchive/android-AutofillFramework/issues/8,8,"""Sample Credit Card Check Out Using Spinners"" does not work.",closed,True,2017-07-09 17:16:26,2017-07-11 13:30:38
26,android,googlesamples/android-instant-apps,240541301,https://github.com/googlearchive/android-instant-apps/issues/19,19,Side loading instant app failed: Reading bundle timed out,closed,True,2017-07-05 05:28:04,2017-08-11 08:45:41
209,android,googlesamples/google-services,120733127,https://github.com/googlesamples/google-services/issues/118,118,subscribe to Topics,closed,False,2015-12-07 09:33:02,2015-12-07 17:51:56
151,android,googlesamples/google-services,144608052,https://github.com/googlesamples/google-services/issues/195,195,Can't pod install google SignIn ios example,closed,False,2016-03-30 14:21:48,2016-04-04 17:37:12
180,android,googlesamples/easypermissions,164991834,https://github.com/googlesamples/easypermissions/issues/32,32,rationale string not display in the very first time permission request,closed,False,2016-07-12 04:28:23,2016-07-12 05:55:03
0,android,googlesamples/android-BorderlessButtons,143726944,https://github.com/googlearchive/android-BorderlessButtons/issues/3,3,Missing screenshots,closed,True,2016-03-26 16:30:49,2019-10-04 22:47:50
15,android,googlesamples/leanback-showcase,384774783,https://github.com/googlearchive/leanback-showcase/issues/68,68,AndroidX migration issue,closed,True,2018-11-27 12:35:55,2019-09-27 18:35:34
41,android,googlesamples/easypermissions,361548202,https://github.com/googlesamples/easypermissions/issues/252,252,The code does't work when using Fragment,closed,False,2018-09-19 02:01:04,2018-09-19 02:23:27
110,android,googlesamples/easypermissions,242921262,https://github.com/googlesamples/easypermissions/issues/141,141,how to request a permission in application? ,closed,False,2017-07-14 07:39:13,2017-07-14 16:05:00
169,android,googlesamples/android-play-billing,378139683,https://github.com/android/play-billing-samples/issues/167,167,isAutoRenewing() always returns false,closed,False,2018-11-07 04:35:28,2019-08-20 16:02:52
19,android,googlesamples/android-play-location,275299089,https://github.com/android/location-samples/issues/111,111,Sample is not showing any notification,closed,False,2017-11-20 10:07:54,2018-01-09 20:31:12
227,android,googlesamples/google-services,115431113,https://github.com/googlesamples/google-services/issues/94,94,Android signin google-play-services-8.3.0 google-services.json missing ERROR!!,closed,False,2015-11-06 04:20:53,2015-11-07 06:25:45
9,android,googlesamples/easypermissions,646633029,https://github.com/googlesamples/easypermissions/issues/306,306,Google ,closed,False,2020-06-27 07:52:56,2020-06-27 07:53:14
1,android,googlesamples/android-FingerprintDialog,469705921,https://github.com/googlearchive/android-FingerprintDialog/issues/58,58,Deprecation Notice,closed,True,2019-07-18 11:02:13,2019-09-06 15:48:46
13,android,googlesamples/identity-toolkit-android,89274059,https://github.com/googlearchive/identity-toolkit-android/issues/8,8,Facebook logIn fail,closed,True,2015-06-18 12:00:31,2019-10-04 18:08:13
16,android,googlesamples/android-play-publisher-api,40156373,https://github.com/googlesamples/android-play-publisher-api/issues/4,4,com.google.api.client.googleapis.json.GoogleJsonResponseException: 403 Forbidden,closed,False,2014-08-13 13:54:20,2014-08-13 14:19:05
30,android,googlesamples/android-play-places,153594480,https://github.com/googlearchive/android-play-places/issues/42,42,Getting Google play services out of date error. ,closed,True,2016-05-07 13:32:13,2019-10-04 22:26:22
16,android,googlesamples/android-WatchFace,51668069,https://github.com/googlearchive/android-WatchFace/issues/1,1,import error ,closed,True,2014-12-11 10:07:48,2015-02-04 13:46:03
224,android,googlesamples/google-services,117168976,https://github.com/googlesamples/google-services/issues/101,101,"iOS Manual Install Instructions should include ""Link Only"" not ""Embed"" Clarification",closed,False,2015-11-16 16:57:16,2015-11-30 19:28:32
113,android,googlesamples/google-services,163345059,https://github.com/googlesamples/google-services/issues/246,246,google-services.json config is supposed to be used?,closed,False,2016-07-01 08:29:38,2016-07-01 18:48:49
70,android,googlesamples/androidtv-Leanback,168268071,https://github.com/googlearchive/androidtv-Leanback/issues/74,74,androidtv-Leanback view bug,closed,True,2016-07-29 07:38:46,2019-09-27 18:26:24
32,android,googlesamples/android-play-places,148553147,https://github.com/googlearchive/android-play-places/issues/40,40,"Recent search + add work, home location",closed,True,2016-04-15 04:39:23,2019-10-04 22:26:28
9,android,googlesamples/android-testing,422075661,https://github.com/android/testing-samples/issues/252,252,AndroidX.test dependency error,closed,False,2019-03-18 07:38:39,2019-04-09 16:37:07
83,android,googlesamples/google-services,198054849,https://github.com/googlesamples/google-services/issues/286,286,Unable to get GCM token,closed,False,2016-12-29 19:14:25,2017-06-07 22:14:22
3,android,googlesamples/android-XYZTouristAttractions,104410490,https://github.com/googlearchive/android-XYZTouristAttractions/issues/5,5,"Double tap opens two ""detail views"" and icon is lost as a result",closed,True,2015-09-02 06:24:24,2015-10-15 02:41:26
47,android,googlesamples/android-testing,156280810,https://github.com/android/testing-samples/issues/94,94,Odd NoMatchingViewException ,closed,False,2016-05-23 13:29:16,2016-05-24 12:36:40
2,android,googlesamples/android-nearby,384728286,https://github.com/googlearchive/android-nearby/issues/74,74,Nearby Connections support for iOS,closed,True,2018-11-27 10:36:31,2018-11-27 11:11:00
35,android,googlesamples/android-play-location,147697672,https://github.com/android/location-samples/issues/49,49,GoogleApiClient not yet connected issue,closed,False,2016-04-12 09:57:47,2017-06-14 20:32:34
174,android,googlesamples/android-play-billing,369029319,https://github.com/android/play-billing-samples/issues/162,162,how to use developerPayload,closed,False,2018-10-11 09:23:33,2019-08-20 16:27:29
52,android,googlesamples/androidtv-Leanback,253603801,https://github.com/googlearchive/androidtv-Leanback/issues/93,93,Java.lang.IllegalStateException: Cannot call this method while RecyclerView is computing a layout or scrolling,closed,True,2017-08-29 10:24:49,2019-09-27 18:25:34
47,android,googlesamples/android-vision,214659724,https://github.com/googlesamples/android-vision/issues/204,204,How to track progress of dependency download?,closed,False,2017-03-16 10:34:20,2017-06-30 14:33:51
12,android,googlesamples/google-services,636523368,https://github.com/googlesamples/google-services/issues/458,458,Design application Schema,closed,False,2020-06-10 20:23:31,2020-07-16 03:44:38
40,android,googlesamples/android-vision,243677000,https://github.com/googlesamples/android-vision/issues/248,248,Multiple bar code scanning taking wrong barcode on tap,closed,False,2017-07-18 10:56:39,2017-07-18 14:25:52
63,android,googlesamples/android-Camera2Basic,247029255,https://github.com/googlearchive/android-Camera2Basic/issues/87,87,App is not working on Nexus 6,closed,True,2017-08-01 10:47:58,2019-09-19 22:55:04
1,android,googlesamples/android-BasicAndroidKeyStore,358053826,https://github.com/googlearchive/android-BasicAndroidKeyStore/issues/3,3,Android 9 (API 28): android.os.ServiceSpecificException:  (code 7) gets logged,closed,True,2018-09-07 12:48:46,2019-10-09 17:44:55
39,android,googlesamples/android-Camera2Video,251981989,https://github.com/googlearchive/android-Camera2Video/issues/59,59,Bad Video Output,closed,True,2017-08-22 14:44:26,2019-09-19 22:38:02
46,android,googlesamples/android-FingerprintDialog,110392645,https://github.com/googlearchive/android-FingerprintDialog/issues/7,7,Fingerprint question,closed,True,2015-10-08 07:58:06,2015-10-21 02:18:59
49,android,googlesamples/android-vision,207836302,https://github.com/googlesamples/android-vision/issues/193,193,custom cameraSource class,closed,False,2017-02-15 15:29:12,2017-05-19 09:47:34
11,android,googlesamples/android-custom-lint-rules,104615905,https://github.com/googlesamples/android-custom-lint-rules/issues/2,2,Read before/after test results from a file for easier formatting / test verification?,closed,False,2015-09-03 03:41:25,2015-09-23 19:52:08
55,android,googlesamples/android-testing,135944861,https://github.com/android/testing-samples/issues/82,82,The node in layout often lost when I use uiautomator2.,closed,False,2016-02-24 03:43:57,2016-03-15 14:49:33
25,android,googlesamples/android-fit,236369457,https://github.com/googlearchive/android-fit/issues/23,23,Authen to google problem,closed,True,2017-06-16 03:18:55,2019-09-10 20:49:24
85,android,googlesamples/android-Camera2Video,62353993,https://github.com/googlearchive/android-Camera2Video/issues/5,5,App crash while stop video ,closed,True,2015-03-17 10:18:53,2019-09-19 22:36:44
3,android,googlesamples/android-FloatingActionButtonBasic,51898002,https://github.com/googlearchive/android-FloatingActionButtonBasic/issues/1,1,example needs to be extended to support API 9,closed,True,2014-12-13 20:04:44,2015-03-04 17:42:38
2,android,googlesamples/android-WearVerifyRemoteApp,249541874,https://github.com/googlearchive/android-WearVerifyRemoteApp/issues/1,1,"Getting ""You are missing the required phone app, please click on the button below to install it on your phone."" everytime",closed,True,2017-08-11 05:27:33,2017-08-11 16:24:31
3,android,googlesamples/android-RecyclerView,80863793,https://github.com/googlearchive/android-RecyclerView/issues/6,6,build.gradle is empty,closed,True,2015-05-26 08:47:17,2015-06-03 23:36:30
0,android,googlesamples/android-BatchStepSensor,190323959,https://github.com/googlearchive/android-BatchStepSensor/issues/2,2,Readme contains link to non-existing screenshot,closed,True,2016-11-18 13:52:08,2019-09-10 21:14:28
3,android,googlesamples/android-SlidingTabsBasic,104883696,https://github.com/googlearchive/android-SlidingTabsBasic/issues/2,2,cant find the function  setDistributeEvenly in SlidingTabLayout.java,closed,True,2015-09-04 12:42:12,2019-10-17 23:00:58
97,android,googlesamples/google-services,180817098,https://github.com/googlesamples/google-services/issues/267,267,Swift 3: ViewController does not conform to protocol GIDSignInDelegate,closed,False,2016-10-04 06:48:18,2017-08-11 01:07:41
17,android,googlesamples/android-instant-apps,266730957,https://github.com/googlearchive/android-instant-apps/issues/32,32,Failed to load instant app in release build,closed,True,2017-10-19 06:16:08,2018-05-04 13:32:53
50,android,googlesamples/androidtv-Leanback,256556598,https://github.com/googlearchive/androidtv-Leanback/issues/95,95,FullWidthDetailsOverviewRowPresenter does not maintain its UI state,closed,True,2017-09-11 01:11:13,2017-09-13 23:10:30
4,android,googlesamples/android-testing-templates,128556647,https://github.com/googlesamples/android-testing-templates/issues/18,18,Code coverage report is always 0%,closed,False,2016-01-25 15:07:15,2016-05-31 17:04:08
160,android,googlesamples/easypermissions,196962728,https://github.com/googlesamples/easypermissions/issues/68,68,Request dialog not being thrown,closed,False,2016-12-21 15:38:15,2017-01-04 09:31:14
74,android,googlesamples/easypermissions,291182990,https://github.com/googlesamples/easypermissions/issues/197,197,Easypermissions in kotlin,closed,False,2018-01-24 11:59:56,2018-01-25 16:11:14
1,android,googlesamples/android-SlidingTabsColors,80120912,https://github.com/googlearchive/android-SlidingTabsColors/issues/1,1,nested fragment call a new fragment!,closed,True,2015-05-24 10:33:11,2019-10-17 23:02:46
7,android,googlesamples/android-custom-lint-rules,247885335,https://github.com/googlesamples/android-custom-lint-rules/issues/8,8,Can't depend on Android classes,closed,False,2017-08-04 02:22:24,2017-09-13 00:09:01
12,android,googlesamples/android-fit,352470467,https://github.com/googlearchive/android-fit/issues/39,39,How to debug sessions/activities in real time without delay until data updates in Google fit app,closed,True,2018-08-21 10:03:06,2019-09-10 20:46:48
42,android,googlesamples/android-Camera2Basic,336241138,https://github.com/googlearchive/android-Camera2Basic/issues/113,113,image preview is stretched in 18:9 aspect ratio devices,closed,True,2018-06-27 13:55:15,2019-09-19 22:52:39
96,android,googlesamples/android-Camera2Basic,156473542,https://github.com/googlearchive/android-Camera2Basic/issues/44,44,Crashes if Google Camera is not installed,closed,True,2016-05-24 10:30:13,2019-09-19 22:57:38
72,android,googlesamples/easypermissions,294998626,https://github.com/googlesamples/easypermissions/issues/200,200,I can't get the permissions,closed,False,2018-02-07 03:55:22,2018-02-07 06:12:51
30,android,googlesamples/android-testdpc,246706653,https://github.com/googlesamples/android-testdpc/issues/39,39,This Gradle plugin requires Studio 3.0 minimum,closed,False,2017-07-31 10:06:04,2020-06-12 22:51:49
139,android,googlesamples/android-play-billing,462912292,https://github.com/android/play-billing-samples/issues/206,206,Google Play In-app Billing API version is less than 9,closed,False,2019-07-01 21:08:26,2019-07-02 05:16:28
4,android,googlesamples/android-Camera2Basic,473215686,https://github.com/googlearchive/android-Camera2Basic/issues/158,158,Camera2 API sucks,closed,True,2019-07-26 07:23:25,2019-09-19 22:50:17
28,android,googlesamples/android-fit,188421633,https://github.com/googlearchive/android-fit/issues/19,19,how to get past 1 month data?,closed,True,2016-11-10 05:10:50,2017-06-14 10:13:10
203,android,googlesamples/android-play-billing,311295351,https://github.com/android/play-billing-samples/issues/128,128,Check if user is qualified for introductory prices?,closed,False,2018-04-04 16:08:37,2019-08-20 18:30:31
173,android,googlesamples/google-services,133408892,https://github.com/googlesamples/google-services/issues/168,168,GCM not working in production (testflight) even with kGGLInstanceIDAPNSServerTypeSandboxOption@No,closed,False,2016-02-13 07:09:55,2016-02-15 22:39:21
0,android,googlesamples/android-custom-lint-rules,751740774,https://github.com/googlesamples/android-custom-lint-rules/issues/32,32,Several issues on Android Studio 4.1.1,closed,False,2020-11-26 17:15:47,2020-11-26 19:07:34
81,android,googlesamples/android-testing,100694673,https://github.com/android/testing-samples/issues/48,48,ou,closed,False,2015-08-13 05:44:13,2015-08-13 10:36:01
3,android,googlesamples/android-NavigationDrawer,107389330,https://github.com/googlearchive/android-NavigationDrawer/issues/6,6,Crashes,closed,True,2015-09-20 11:42:31,2019-10-03 23:07:17
40,android,googlesamples/android-FingerprintDialog,113579178,https://github.com/googlearchive/android-FingerprintDialog/issues/17,17,How do I decrypt the encrypted value?,closed,True,2015-10-27 13:05:48,2015-10-27 14:03:46
2,android,googlesamples/android-AppShortcuts,195251551,https://github.com/googlearchive/android-AppShortcuts/issues/7,7,"Static shortcurt shows toast ""App isn't installed.""",closed,True,2016-12-13 13:21:47,2016-12-14 10:25:55
8,android,googlesamples/easypermissions,663471442,https://github.com/googlesamples/easypermissions/issues/310,310,API recommended,closed,False,2020-07-22 04:50:19,2020-07-22 10:23:46
282,android,googlesamples/android-play-billing,190294572,https://github.com/android/play-billing-samples/issues/41,41,Why this code is different of the one in the sdk ?,closed,False,2016-11-18 11:14:02,2017-06-01 03:16:58
45,android,googlesamples/android-play-location,102637887,https://github.com/android/location-samples/issues/20,20,mGeofencePendingIntent never set,closed,False,2015-08-23 16:55:33,2017-10-17 07:01:14
0,android,googlesamples/android-gcmnetworkmanager,137500982,https://github.com/googlearchive/android-gcmnetworkmanager/issues/3,3,PeriodicTask not working if i exit from app. why?,closed,True,2016-03-01 07:48:44,2016-03-02 16:23:01
