framework,group,projeto,readability,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles,lifetime,lifetime per commit
Android,TOP,googlesamples/android-MediaRecorder,0,7,7,7,4,63,5,37,20,0,0,0,0,8,7,5,31,0,33,26,15,33,0,2,11,4,16,0,878,125,467,157,271,289,0,0,0,240,329,141,188,0,0,0,0,0,20,19,22,12,0,0,7,0,0,0,0,194,80,79,84,49,3,2072,51.8
Android,TOP,googlesamples/android-MessagingService,0.001931897281402988,10,10,10,7,64,1,59,4,0,0,0,0,11,7,17,38,0,38,31,16,38,0,1,10,1,26,0,683,94,439,201,225,150,0,0,0,219,286,177,109,0,0,0,0,0,20,20,20,7,0,0,9,0,0,0,1,271,61,61,61,38,7,1995,66.5
Android,TOP,googlesamples/android-MultiWindowPlayground,0.006076726015765287,15,14,15,13,111,10,71,24,0,0,0,0,17,18,8,71,0,72,54,6,72,0,0,1,16,55,0,1205,175,499,216,217,531,0,0,0,260,358,196,162,0,0,0,0,0,28,23,28,13,0,0,7,0,0,0,18,763,89,84,89,71,14,1518,151.8
Android,TOP,googlesamples/android-NavigationDrawer,0.00037859354924876245,11,10,11,9,73,3,45,22,0,0,0,0,19,19,9,73,0,75,56,20,75,0,0,4,4,67,0,1155,145,537,230,243,480,0,0,0,274,377,210,167,0,0,0,0,0,26,21,26,11,0,0,8,0,0,0,13,454,93,88,93,75,10,2140,79.25925925925925
Android,TOP,googlesamples/android-nearby,0.057813349599018696,19,19,19,16,148,4,115,20,0,0,0,0,68,18,34,279,0,278,266,93,284,0,5,72,98,109,0,3683,475,2558,872,1427,662,0,0,0,1209,1646,793,853,0,0,0,0,0,71,54,78,26,0,0,25,0,0,0,0,466,438,417,463,295,15,1894,40.297872340425535
Android,TOP,googlesamples/android-NetworkConnect,0.000880812352988869,5,4,5,3,26,0,18,6,0,0,0,0,7,1,2,27,0,31,30,14,31,0,4,3,7,17,0,536,56,298,124,146,183,0,0,0,153,210,105,105,0,0,0,0,0,12,8,13,3,0,0,4,0,0,0,3,181,54,49,62,27,4,2072,79.6923076923077
Android,TOP,googlesamples/android-NfcProvisioning,0.001214106891823646,18,17,19,13,113,4,77,26,0,0,0,0,16,21,13,80,0,82,61,19,82,0,1,8,7,66,0,1443,170,756,308,375,520,0,0,0,391,534,276,258,0,0,0,0,0,42,35,42,23,0,0,16,0,0,0,13,614,141,130,144,93,13,1863,93.15
Android,TOP,googlesamples/android-NotificationChannels,0,3,2,3,2,26,0,17,7,0,0,0,0,3,0,7,14,0,14,14,5,14,0,0,5,1,8,0,300,32,168,59,100,100,0,0,0,98,121,55,66,0,0,0,0,0,10,5,10,2,0,0,2,0,0,0,1,50,29,20,29,14,2,1141,190.16666666666666
Android,TOP,googlesamples/android-Notifications,0.001200718014645289,32,30,32,23,533,95,285,143,0,0,0,0,33,18,45,126,0,126,108,42,126,0,1,38,16,71,0,4464,846,2143,929,1291,1477,0,0,0,1003,1242,764,478,0,0,0,0,0,50,45,50,23,0,0,16,0,0,0,16,959,199,193,199,126,23,1314,101.07692307692308
Android,TOP,googlesamples/android-OurStreets,0.03427878768035533,22,22,22,21,155,0,133,16,0,0,0,0,52,15,16,186,0,192,177,79,192,0,6,37,8,141,0,2708,336,1699,789,773,675,0,0,0,919,1191,690,501,0,0,0,0,0,52,52,56,32,0,0,15,0,0,0,18,1204,252,252,258,197,26,1475,147.5
Android,TOP,googlesamples/android-PdfRendererBasic,0,4,3,4,3,27,0,22,4,0,0,0,0,3,0,3,24,0,24,24,11,24,0,0,6,2,16,0,441,50,255,108,124,136,0,0,0,141,182,89,93,0,0,0,0,0,8,8,8,3,0,0,4,0,0,0,0,147,39,38,39,24,3,2080,80.0
Android,TOP,googlesamples/android-PictureInPicture,0,6,5,6,5,52,0,43,4,0,0,0,0,35,6,15,112,0,112,106,32,112,0,9,12,13,78,0,1545,183,1109,333,658,255,0,0,0,506,683,318,365,0,0,0,0,0,19,15,21,7,0,0,8,0,0,0,0,114,173,168,182,114,5,1141,163.0
Android,TOP,googlesamples/android-play-billing,0.005425930791211108,46,45,51,23,301,5,236,53,0,0,0,0,58,33,48,203,0,216,185,75,218,0,18,39,1,160,0,4077,444,2527,911,1447,1123,0,0,0,1255,1713,819,894,0,0,0,0,0,120,100,133,38,0,0,49,0,0,0,9,1204,435,404,482,240,27,1712,11.806896551724138
Android,TOP,googlesamples/android-play-games-in-motion,0.0029954765857602922,33,32,37,31,233,6,176,42,0,0,0,0,43,35,106,376,0,376,345,135,380,0,2,74,8,296,0,5898,835,3588,1343,2044,1731,0,0,0,1827,2437,1167,1270,0,0,0,0,0,87,83,93,43,0,0,29,0,0,0,9,1321,583,572,610,396,31,1852,308.6666666666667
Android,TOP,googlesamples/android-play-location,0.0110290311098321,33,30,33,21,291,14,185,75,0,0,0,0,56,17,63,185,0,183,168,64,185,0,17,66,19,83,0,4177,541,2230,879,1248,1414,0,0,0,1125,1463,777,686,0,0,0,0,0,78,69,81,28,0,0,27,0,0,0,7,1274,323,311,332,192,22,2031,17.50862068965517
Android,TOP,googlesamples/android-play-places,0.011574960828551816,54,47,54,39,394,27,245,104,0,0,0,0,72,75,64,332,0,344,269,95,344,0,0,29,22,293,0,5959,807,2872,1106,1531,2285,0,0,0,1491,2049,1041,1008,0,0,0,0,0,136,107,139,45,0,0,44,0,0,0,56,2230,544,507,556,345,45,1937,77.48
Android,TOP,googlesamples/android-play-publisher-api,0.0001327035230739663,22,22,22,12,480,53,374,61,0,0,0,0,12,20,58,22,0,22,2,0,22,0,0,10,4,8,0,1407,193,771,457,459,453,0,0,0,450,502,403,99,0,0,0,0,0,24,24,26,12,0,0,12,0,0,0,10,475,38,38,42,22,12,2120,141.33333333333334
Android,TOP,googlesamples/android-play-safetynet,8.977043277506407e-05,15,14,15,12,122,7,79,30,0,0,0,0,19,27,18,75,0,76,49,20,76,0,0,11,3,62,0,1459,189,684,273,347,587,0,0,0,360,484,252,232,0,0,0,0,0,36,30,36,19,0,0,11,0,0,0,12,644,116,110,118,83,12,1358,67.9
Android,TOP,googlesamples/android-RecyclerView,0.00010772451933007687,11,10,11,9,80,5,50,22,0,0,0,0,17,18,15,66,0,65,49,17,67,0,0,2,3,62,0,1084,144,483,200,232,457,0,0,0,251,344,184,160,0,0,0,0,0,27,21,27,9,0,0,8,0,0,0,12,513,90,84,90,66,10,2041,78.5
Android,TOP,googlesamples/android-RepeatingAlarm,0.00011969391036675208,10,9,10,8,93,7,47,34,0,0,0,0,11,18,12,50,0,51,33,5,51,0,0,1,3,47,0,894,117,355,156,168,422,0,0,0,185,256,144,112,0,0,0,0,0,23,18,23,8,0,0,7,0,0,0,13,432,67,62,67,50,9,2072,82.88
Android,TOP,googlesamples/android-RevealEffectBasic,0.000123775185784325,11,10,11,9,83,5,51,23,0,0,0,0,13,18,11,57,0,58,40,8,58,0,0,1,4,53,0,958,122,408,175,191,428,0,0,0,208,288,160,128,0,0,0,0,0,24,19,24,9,0,0,7,0,0,0,13,458,76,71,76,57,10,2080,77.03703703703704
Android,TOP,googlesamples/android-RuntimePermissions,0.0003335983104382952,11,11,13,9,97,6,59,30,0,0,0,0,10,5,11,33,0,33,28,8,33,0,0,7,1,25,0,862,110,437,160,244,320,0,0,0,213,280,143,137,0,0,0,0,0,23,21,25,9,0,0,9,0,0,0,2,351,63,60,68,36,6,1804,106.11764705882354
Android,TOP,googlesamples/android-ScopedDirectoryAccess,0.001554744434542954,6,5,7,4,33,1,31,0,0,0,0,0,8,1,6,25,0,25,24,14,25,0,0,2,2,21,0,422,53,304,131,166,65,0,0,0,159,204,114,90,0,0,0,0,0,16,11,16,6,0,0,4,0,0,0,1,92,46,37,49,27,4,1518,108.42857142857143
Android,TOP,googlesamples/android-ScreenCapture,0.00011938356328755617,11,10,12,9,76,4,50,19,0,0,0,0,12,18,14,68,0,69,51,17,69,0,0,6,4,59,0,1090,140,531,220,252,419,0,0,0,276,379,199,180,0,0,0,0,0,27,22,29,12,0,0,9,0,0,0,12,465,99,94,101,71,10,1968,78.72
Android,TOP,googlesamples/android-SimpleMediaPlayer,0.08187977969646454,4,4,4,3,22,0,21,0,0,0,0,0,13,1,3,41,0,49,48,17,49,0,13,8,3,25,0,522,69,364,114,194,89,0,0,0,162,235,105,130,0,0,0,0,0,11,7,13,3,0,0,4,0,0,0,1,137,71,67,76,41,4,992,248.0
Android,TOP,googlesamples/android-SlidingTabsBasic,0.0001772493293780523,14,13,14,11,102,6,61,31,0,0,0,0,19,20,21,90,0,93,73,30,93,0,10,5,7,71,0,1569,229,734,318,355,606,0,0,0,397,539,291,248,0,0,0,0,0,35,30,38,13,0,0,12,0,0,0,14,544,133,128,140,92,12,2072,76.74074074074075
Android,TOP,googlesamples/android-SlidingTabsColors,8.286501486928991e-05,15,14,15,12,114,8,72,30,0,0,0,0,22,21,24,100,0,103,82,34,103,0,16,5,7,75,0,1746,259,825,352,408,674,0,0,0,441,596,325,271,0,0,0,0,0,37,32,40,14,0,0,13,0,0,0,15,530,144,139,151,102,13,2072,82.88
Android,TOP,googlesamples/android-SpeedTracker,0.025328675576020032,15,15,16,13,102,4,78,15,0,0,0,0,23,1,34,80,0,78,79,45,80,0,2,9,9,60,0,1511,241,907,403,461,374,0,0,0,474,619,355,264,0,0,0,0,0,31,31,36,15,0,0,15,0,0,0,5,543,125,125,135,83,12,2021,54.62162162162162
Android,TOP,googlesamples/android-SwipeRefreshListFragment,7.69460852357692e-05,17,16,17,13,132,9,80,38,0,0,0,0,24,23,24,106,0,109,86,30,109,0,10,8,9,82,0,2033,282,1024,496,577,728,0,0,0,476,646,341,305,0,0,0,0,0,44,36,49,15,0,0,16,0,0,0,13,671,160,152,169,108,14,2072,82.88
Android,TOP,googlesamples/android-SwipeRefreshMultipleViews,7.69460852357692e-05,18,17,19,14,132,9,81,37,0,0,0,0,24,23,24,106,0,109,86,34,109,0,10,9,9,81,0,2025,280,1033,495,580,713,0,0,0,480,655,344,311,0,0,0,0,0,45,39,51,18,0,0,19,0,0,0,13,636,163,157,175,113,14,2072,82.88
Android,TOP,googlesamples/android-testdpc,0.02071163509522607,221,199,238,143,1403,23,1251,77,0,0,0,0,268,115,555,1330,0,1379,1199,541,1314,0,30,394,158,732,0,23974,2520,18074,7355,10368,3422,0,0,0,9490,12139,6215,5924,0,0,0,0,0,730,524,783,404,0,0,212,0,0,0,20,3536,2887,2533,3068,1680,135,1890,1.9852941176470589
Android,TOP,googlesamples/android-testing,0.0016440896338355713,66,65,67,60,507,30,355,95,0,0,0,0,76,21,53,221,0,220,201,84,222,0,12,21,32,157,0,4876,751,2418,1418,886,1715,0,0,0,1406,1735,1201,534,0,0,0,0,0,94,90,100,65,0,0,26,0,0,0,22,3431,269,265,275,228,61,1966,6.756013745704467
Android,TOP,googlesamples/android-testing-templates,0.06623078597476706,13,13,14,13,89,4,56,28,0,0,0,0,13,0,3,26,0,26,26,10,26,0,0,1,1,24,0,753,113,333,238,82,309,0,0,0,206,246,196,50,0,0,0,0,0,14,14,15,13,0,0,1,0,0,0,12,823,27,27,28,26,13,1737,62.035714285714285
